Date,Max_Temp,Min_Temp,Rainfall,Variety,Blight_Risk,Resistance_Level,Marketable_Yield_t_ha,Fungicide_Apps,Environmental_Impact,Variety_Notes,Month,Average_Humidity_2019 (%),High_Humidity_Season,Humidity_Above_80%,Planting_Season,Planting_Months
2013-08-06,20.4,2.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-07,21.0,2.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-08,21.2,3.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-09,20.2,3.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-10,18.6,3.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-11,19.2,2.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-12,21.6,2.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-13,21.4,3.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-14,21.4,3.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-15,22.2,5.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-16,22.6,4.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-17,21.2,5.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-18,21.5,4.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-19,20.6,3.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-20,20.4,3.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-21,20.5,3.7,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-22,19.8,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-23,18.6,4.8,16.9,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-24,15.0,3.8,1.8,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-25,19.4,4.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-26,19.8,4.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-27,18.0,4.4,18.5,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-28,12.8,3.2,6.0,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-29,15.8,3.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-30,19.4,3.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-08-31,20.0,3.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-01,18.4,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-02,20.6,4.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-03,20.8,3.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-04,18.6,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-05,20.1,3.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-06,21.2,3.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-07,20.7,3.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-08,21.2,3.9,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-09,20.0,4.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-10,15.8,6.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-11,19.4,5.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-12,20.4,4.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-13,19.2,5.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-14,20.2,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-15,20.6,4.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-16,20.2,6.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-17,20.4,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-18,21.2,5.8,7.2,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-19,18.2,6.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-20,19.2,6.4,1.2,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-21,20.4,5.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-22,21.2,5.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-23,20.2,6.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-24,20.4,6.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-25,21.8,6.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-26,21.0,7.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-27,21.5,6.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-28,20.8,6.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-29,19.4,5.7,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-09-30,19.2,5.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2013-10-01,19.0,6.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-02,19.3,5.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-03,19.6,6.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-04,20.2,4.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-05,17.8,6.5,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-06,17.0,6.3,1.4,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-07,17.4,6.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-08,18.6,5.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-09,21.2,4.8,2.6,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-10,18.4,6.2,7.3,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-11,21.2,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-12,21.6,6.4,1.8,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-13,15.4,8.8,7.3,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-14,18.3,4.4,3.1,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-15,19.6,6.2,0.8,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-16,20.5,6.8,2.6,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-17,19.2,7.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-18,20.1,7.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-19,19.2,6.7,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-20,20.7,6.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-21,21.0,5.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-22,20.0,5.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-23,22.6,5.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-24,19.4,7.4,8.9,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-25,19.4,7.8,5.2,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-26,17.8,7.4,2.3,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-27,17.0,7.4,0.2,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-28,19.8,8.0,2.8,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-29,20.0,6.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-30,21.8,7.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-10-31,18.7,6.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2013-11-01,20.2,6.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-02,21.2,6.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-03,17.2,6.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-04,16.2,7.0,2.2,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-05,17.2,6.7,4.2,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-06,16.8,7.3,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-07,17.9,5.7,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-08,18.6,4.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-09,19.6,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-10,18.3,4.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-11,18.9,5.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-12,22.4,5.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-13,19.8,7.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-14,19.8,8.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-15,21.6,7.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-16,23.4,8.6,5.0,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-17,20.2,8.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-18,22.6,6.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-19,22.4,5.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-20,22.6,5.2,7.6,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-21,19.8,6.4,6.9,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-22,20.2,6.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-23,21.8,6.9,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-24,22.6,5.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-25,22.7,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-26,19.8,7.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-27,21.6,8.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-28,21.4,8.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-29,22.6,7.4,3.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-11-30,19.6,7.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2013-12-01,20.2,7.4,3.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-02,17.0,7.0,9.5,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-03,12.8,5.4,13.1,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-04,18.6,5.8,19.6,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-05,17.6,5.8,8.2,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-06,16.4,6.4,3.9,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-07,18.6,8.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-08,18.2,7.4,4.4,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-09,18.5,8.2,5.2,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-10,17.5,7.6,2.1,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-11,17.8,6.8,1.4,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-12,17.2,7.6,2.8,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-13,18.2,6.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-14,18.0,6.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-15,18.3,6.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-16,20.2,7.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-17,20.6,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-18,21.3,6.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-19,18.6,4.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-20,19.2,6.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-21,20.0,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-22,20.6,6.0,8.3,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-23,20.0,5.4,21.2,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-24,16.9,4.6,4.2,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-25,16.8,5.2,1.5,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-26,19.4,6.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-27,18.2,8.4,26.9,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-28,18.6,7.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-29,18.6,6.4,3.1,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-30,19.8,7.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2013-12-31,20.2,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",December,81.06,False,True,hatun,"['October', 'November', 'December']"
2014-01-01,18.9,6.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2014-01-02,19.2,5.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2014-01-03,18.0,5.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2014-01-04,17.8,6.2,8.2,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",January,78.55,True,False,other,['Not Planting Season']
2014-01-05,13.8,7.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2014-01-06,15.2,7.5,2.8,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2014-01-07,17.5,8.0,2.7,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
2014-01-08,18.4,8.2,8.4,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",January,78.55,True,False,other,['Not Planting Season']
